  SCHEMATIC
<-Volume->                  <--Area-->     <-Volume->  <ML#> ***       <sb>
<Name>   x                  <-factor->     <Name>   x        ***        x x
*** Each COPY operation holds the inflow for up to 10 reaches.  For example,
*** COPY 80 members 1-10 hold the data for reaches 80-89, so the member
*** subscript is one more than the ones digit of the reach number.  All of
*** the COPY outputs are written to the transfer WDM file, with the dataset
*** number matching the reach number.  The transfers are all in acre-feet/day.

*** In the MASS-LINK table number, the tens digit matches the reach number,
*** while the ones digit indicates PERLND (1) or IMPLND (2).
***<IHM_SCHEMATIC>
PERLND 661                     617.862     COPY   160     61
PERLND 661                     154.637     COPY   260     91
PERLND 661                     964.214     COPY   460     61
PERLND 662                    1216.877     COPY   160     61
PERLND 662                     304.557     COPY   260     91
PERLND 662                    1899.018     COPY   460     61
PERLND 663                    1250.180     COPY   160     61
PERLND 663                     312.892     COPY   260     91
PERLND 663                    1950.988     COPY   460     61
PERLND 664                    2267.059     COPY   160     61
PERLND 664                     567.394     COPY   260     91
PERLND 664                    3537.895     COPY   460     61
PERLND 665                    2776.363     COPY   160     61
PERLND 665                     694.861     COPY   260     91
PERLND 665                    4332.698     COPY   460     61
PERLND 671                     103.729     COPY   160     71
PERLND 671                     521.014     COPY   460     71
PERLND 672                     242.322     COPY   160     71
PERLND 672                    1217.143     COPY   460     71
PERLND 673                     191.668     COPY   160     71
PERLND 673                     962.717     COPY   460     71
PERLND 674                     172.163     COPY   160     71
PERLND 674                     864.743     COPY   460     71
PERLND 675                     208.492     COPY   160     71
PERLND 675                    1047.219     COPY   460     71
PERLND 681                      34.650     COPY   160     81
PERLND 681                      96.195     COPY   460     81
PERLND 682                      44.226     COPY   160     81
PERLND 682                     122.779     COPY   460     81
PERLND 683                      63.294     COPY   160     81
PERLND 683                     175.716     COPY   460     81
PERLND 684                    2492.674     COPY   160     81
PERLND 684                    6920.139     COPY   460     81
PERLND 685                     109.837     COPY   160     81
PERLND 685                     304.928     COPY   460     81
PERLND 691                      91.179     COPY   160     91
PERLND 691                     403.779     COPY   460     91
PERLND 692                     272.533     COPY   160     91
PERLND 692                    1206.885     COPY   460     91
PERLND 693                      74.109     COPY   160     91
PERLND 693                     328.183     COPY   460     91
PERLND 694                    2891.055     COPY   160     91
PERLND 694                   12802.749     COPY   460     91
PERLND 701                     596.904     COPY   170      1
PERLND 701                     530.799     COPY   470      1
PERLND 702                    1230.710     COPY   170      1
PERLND 702                    1094.414     COPY   470      1
PERLND 703                    1351.352     COPY   170      1
PERLND 703                    1201.696     COPY   470      1
PERLND 705                     106.591     COPY   170      1
PERLND 705                      94.787     COPY   470      1
PERLND 721                      87.040     COPY   170     21
PERLND 721                     109.198     COPY   470     21
PERLND 722                    1435.687     COPY   170     21
PERLND 722                    1801.175     COPY   470     21
PERLND 723                    1417.614     COPY   170     21
PERLND 723                    1778.501     COPY   470     21
PERLND 725                     746.095     COPY   170     21
PERLND 725                     936.031     COPY   470     21
IMPLND  11                     176.691     COPY     1     12
IMPLND  11                      94.744     COPY   300     12
IMPLND  21                      84.712     COPY     1     22
IMPLND  21                      16.807     COPY   200     12
IMPLND  21                     120.063     COPY   300     22
IMPLND  31                     322.170     COPY     1     32
IMPLND  31                     655.263     COPY   300     32
IMPLND  41                     262.344     COPY     1     42
IMPLND  41                     619.394     COPY   300     42
IMPLND  51                       5.891     COPY     1     52
IMPLND  51                      43.747     COPY   200     22
IMPLND  51                     243.779     COPY   300     52
IMPLND  61                       8.157     COPY     1     62
IMPLND  61                       2.909     COPY   200     32
IMPLND  61                      55.618     COPY   300     62
IMPLND  71                     117.347     COPY     1     72
IMPLND  71                     149.194     COPY   200     32
IMPLND  71                     884.122     COPY   300     72
IMPLND  81                      12.238     COPY     1     82
IMPLND  81                      30.057     COPY   300     82
IMPLND  91                      26.167     COPY     1     92
IMPLND  91                       8.247     COPY   200     52
IMPLND  91                     139.251     COPY   300     92
IMPLND 101                      23.999     COPY    10      2
IMPLND 101                        .814     COPY   200     32
IMPLND 101                      17.891     COPY   200     62
IMPLND 101                     371.794     COPY   310      2
IMPLND 111                       2.042     COPY    10     12
IMPLND 111                     620.281     COPY   310     12
IMPLND 121                      59.091     COPY    10     22
IMPLND 121                      81.150     COPY   200     42
IMPLND 121                      24.585     COPY   200     72
IMPLND 121                       2.353     COPY   200     82
IMPLND 121                    1066.995     COPY   310     22
IMPLND 131                        .135     COPY    10     32
IMPLND 131                      65.947     COPY   310     32
IMPLND 141                     628.149     COPY   310     42
IMPLND 151                        .258     COPY    10     52
IMPLND 151                      48.720     COPY   200     82
IMPLND 151                     426.114     COPY   310     52
IMPLND 161                     146.995     COPY    10     62
IMPLND 161                     576.698     COPY   310     62
IMPLND 171                        .615     COPY   200     82
IMPLND 171                     431.326     COPY   310     72
IMPLND 181                      24.190     COPY    10     82
IMPLND 181                     950.145     COPY   310     82
IMPLND 191                     267.139     COPY    10     92
IMPLND 191                     837.640     COPY   310     92
IMPLND 201                     102.499     COPY   320      2
IMPLND 211                      34.957     COPY    20     12
IMPLND 211                     302.746     COPY   320     12
IMPLND 221                      51.329     COPY   320     22
IMPLND 231                    1640.017     COPY   320     32
IMPLND 241                     965.122     COPY   320     42
IMPLND 251                      79.177     COPY    20     52
IMPLND 251                      55.744     COPY   270     42
IMPLND 251                     670.640     COPY   320     52
IMPLND 261                     925.326     COPY    20     62
IMPLND 261                    5490.350     COPY   320     62
IMPLND 271                      68.023     COPY   320     72
IMPLND 281                     176.531     COPY    20     82
IMPLND 281                     949.321     COPY   320     82
IMPLND 361                      88.239     COPY    30     62
IMPLND 361                    1937.764     COPY   330     62
IMPLND 391                     377.762     COPY    30     92
IMPLND 391                    1305.334     COPY   330     92
IMPLND 431                     717.681     COPY   140     32
IMPLND 431                    1571.602     COPY   440     32
IMPLND 441                    1175.109     COPY   140     42
IMPLND 441                    1276.638     COPY   440     42
IMPLND 451                      96.972     COPY   140     52
IMPLND 451                      29.127     COPY   250     72
IMPLND 451                      43.658     COPY   440     52
IMPLND 461                     336.281     COPY   140     62
IMPLND 461                     401.138     COPY   440     62
IMPLND 471                     148.806     COPY   140     72
IMPLND 471                      59.680     COPY   250     82
IMPLND 471                      97.474     COPY   440     72
IMPLND 481                     106.331     COPY   140     82
IMPLND 481                        .051     COPY   250     82
IMPLND 481                      16.255     COPY   250     92
IMPLND 481                      77.408     COPY   440     82
IMPLND 491                       5.765     COPY   140     92
IMPLND 491                       7.176     COPY   250     92
IMPLND 491                      74.881     COPY   260      2
IMPLND 491                     192.261     COPY   440     92
IMPLND 501                     156.685     COPY   150      2
IMPLND 501                     258.770     COPY   450      2
IMPLND 511                     215.321     COPY   150     12
IMPLND 511                     451.502     COPY   450     12
IMPLND 521                     399.323     COPY   150     22
IMPLND 521                     499.350     COPY   450     22
IMPLND 531                     266.891     COPY   150     32
IMPLND 531                     131.105     COPY   260     12
IMPLND 531                     355.074     COPY   260     22
IMPLND 531                    1585.565     COPY   450     32
IMPLND 541                     213.683     COPY   150     42
IMPLND 541                     209.317     COPY   450     42
IMPLND 551                      90.274     COPY   150     52
IMPLND 551                      36.209     COPY   260     32
IMPLND 551                     334.183     COPY   450     52
IMPLND 561                     476.896     COPY   150     62
IMPLND 561                       4.204     COPY   260     62
IMPLND 561                     566.301     COPY   450     62
IMPLND 571                      42.613     COPY   150     72
IMPLND 571                      42.881     COPY   450     72
IMPLND 581                      32.564     COPY   150     82
IMPLND 581                       2.638     COPY   260     42
IMPLND 581                      29.470     COPY   450     82
IMPLND 591                      10.946     COPY   150     92
IMPLND 591                       9.430     COPY   450     92
IMPLND 601                     128.425     COPY   160      2
IMPLND 601                      36.417     COPY   260     52
IMPLND 601                     140.703     COPY   460      2
IMPLND 611                     664.040     COPY   160     12
IMPLND 611                     142.310     COPY   260     62
IMPLND 611                    1216.732     COPY   460     12
IMPLND 621                     287.176     COPY   160     22
IMPLND 621                     351.202     COPY   460     22
IMPLND 631                     531.376     COPY   160     32
IMPLND 631                     183.628     COPY   260     72
IMPLND 631                     112.325     COPY   260     82
IMPLND 631                    2756.778     COPY   460     32
IMPLND 641                      10.960     COPY   160     42
IMPLND 641                     362.748     COPY   270     12
IMPLND 641                       1.258     COPY   270     22
IMPLND 641                     222.383     COPY   460     42
IMPLND 651                      66.187     COPY   160     52
IMPLND 651                       8.916     COPY   260     92
IMPLND 651                     214.725     COPY   270     22
IMPLND 651                    1002.497     COPY   460     52
IMPLND 661                    1337.804     COPY   160     62
IMPLND 661                     334.822     COPY   260     92
IMPLND 661                    2087.731     COPY   460     62
IMPLND 671                     113.323     COPY   160     72
IMPLND 671                     569.203     COPY   460     72
IMPLND 681                     118.071     COPY   160     82
IMPLND 681                     327.789     COPY   460     82
IMPLND 691                      50.597     COPY   160     92
IMPLND 691                     224.065     COPY   460     92
IMPLND 701                      82.991     COPY   170      2
IMPLND 701                      73.800     COPY   470      2
IMPLND 721                     159.531     COPY   170     22
IMPLND 721                     200.144     COPY   470     22
***</IHM_SCHEMATIC>

  END SCHEMATIC
