BasinID	LandSegmentID
118	1181
118	1182
118	1183
118	1184
118	1185
119	1191
119	1192
119	1193
119	1194
119	1195
120	1201
120	1202
120	1203
120	1204
120	1205
121	1211
121	1212
121	1213
121	1214
121	1215
122	1221
122	1222
122	1223
122	1224
122	1225
124	1241
124	1242
124	1243
124	1244
124	1245
125	1251
125	1252
125	1253
125	1254
125	1255
